"","wouldvote","peacefactor","peace_formerenemies","peace_jjindiv","peace_jjtribes","gos_soldier_execute","directlyharmed","age","farmer_dar","herder_dar","pastvoted","hhsize_darfur","village","female"
"1239",1,0.794918419993918,1,0,1,0,1,37,1,0,0,5,"Kornoy",0
"1240",0,0.202008432366002,0,0,0,0,0,27,1,0,1,6,"Kornoy",1
"1243",0,0.202008432366002,0,0,0,0,0,41,0,0,0,4,"Kornoy",0
"1244",1,0.797991567633998,1,1,1,1,0,39,1,0,1,16,"Kornoy",0
"1246",0,0.592909987627917,1,0,1,1,0,28,0,0,1,13,"Kornoy",1
"1247",1,0.794918419993918,1,0,1,0,1,42,1,0,1,4,"Kornoy",0
"1248",0,0.592909987627917,1,0,1,1,0,45,1,0,0,10,"Kornoy",1
"1249",1,0.706830720721758,0,1,1,0,0,52,0,0,0,13,"Kornoy",0
"1250",1,0.797991567633998,1,1,1,1,1,46,1,0,0,7,"Kornoy",0
"1252",0,0.299740708349675,0,0,1,1,0,29,1,0,1,10,"Kornoy",0
"1253",1,1,1,1,1,0,0,55,1,0,1,13,"Kornoy",0
"1254",0,0,0,0,0,1,0,55,1,0,1,11,"Kornoy",0
"1256",0,0,0,0,0,1,1,43,0,0,0,12,"Kornoy",0
"1258",1,0.794918419993918,1,0,1,0,1,50,1,0,0,11,"Kornoy",0
"1260",0,0.592909987627917,1,0,1,1,0,28,0,0,0,8,"Kornoy",1
"1262",1,0.504822288355756,0,1,1,1,1,30,1,1,0,5,"Kornoy",0
"1263",1,0.202008432366002,0,0,0,0,1,30,0,0,0,4,"Kornoy",0
"1264",0,0,0,0,0,1,0,40,1,0,0,7,"Kornoy",1
"1265",0,0.794918419993918,1,0,1,0,1,25,0,0,1,6,"Kornoy",1
"1266",0,0.797991567633998,1,1,1,1,0,22,0,0,1,12,"Kornoy",1
"1268",1,1,1,1,1,0,1,43,1,0,1,10,"Kornoy",0
"1269",0,0,0,0,0,1,0,28,1,1,0,4,"Kornoy",1
"1270",1,0.293169279278242,1,0,0,1,1,36,0,0,0,4,"Kornoy",0
"1271",0,0.592909987627917,1,0,1,1,0,27,1,0,1,7,"Kornoy",1
"1273",1,0.794918419993918,1,0,1,0,0,34,0,0,0,7,"Kornoy",0
"1276",1,1,1,1,1,0,0,36,1,1,0,20,"Kornoy",0
"1278",1,0.794918419993918,1,0,1,0,1,58,1,1,0,18,"Kornoy",0
"1279",1,0,0,0,0,1,0,39,0,0,0,9,"Kornoy",0
"1281",1,0.592909987627917,1,0,1,1,0,65,1,1,0,14,"Kornoy",0
"1283",0,0,0,0,0,1,0,32,1,0,1,5,"Kornoy",1
"1284",0,0,0,0,0,1,0,50,1,0,0,9,"Kornoy",1
"1287",0,0,0,0,0,1,0,28,0,0,1,4,"Kornoy",1
"1288",0,0,0,0,0,1,1,20,0,0,1,14,"Kornoy",1
"1289",0,0,0,0,0,1,1,30,1,0,1,12,"Kornoy",1
"1290",0,0.797991567633998,1,1,1,1,0,63,0,0,0,22,"Kornoy",0
"1291",0,0,0,0,0,1,1,45,1,0,0,6,"Kornoy",1
"1292",0,0,0,0,0,1,0,40,1,1,0,7,"Kornoy",1
"1293",1,0.794918419993918,1,0,1,0,0,67,0,0,0,17,"Kornoy",0
"1294",1,0.202008432366002,0,0,0,0,1,43,1,0,0,9,"Kornoy",0
"1296",0,0,0,0,0,1,0,55,1,1,0,9,"Kornoy",1
"1297",1,0.501749140715677,0,0,1,0,0,34,0,0,1,20,"Kornoy",0
"1298",0,0.293169279278242,1,0,0,1,0,33,1,0,1,7,"Kornoy",1
"1300",0,0.293169279278242,1,0,0,1,1,30,0,0,1,4,"Kornoy",0
"1301",1,0.592909987627917,1,0,1,1,0,22,1,0,1,5,"Kornoy",0
"1302",1,0,0,0,0,1,0,60,1,0,0,15,"Kornoy",0
"1306",0,0.592909987627917,1,0,1,1,1,80,1,1,1,8,"Kornoy",0
"1308",0,0.202008432366002,0,0,0,0,0,32,0,0,0,11,"Kornoy",1
"1309",0,0.592909987627917,1,0,1,1,1,28,0,0,1,7,"Kornoy",1
"1310",1,0.794918419993918,1,0,1,0,1,55,1,0,1,9,"Kornoy",0
"1312",1,0.794918419993918,1,0,1,0,1,48,1,0,1,6,"Kornoy",0
"1313",0,0,0,0,0,1,0,83,1,0,0,6,"Kornoy",1
"1314",1,0.202008432366002,0,0,0,0,1,36,1,0,1,4,"Kornoy",0
"1315",0,0,0,0,0,1,0,43,1,0,1,3,"Kornoy",1
"1316",0,0.202008432366002,0,0,0,0,0,26,1,1,1,4,"Kornoy",1
"1318",0,0.797991567633998,1,1,1,1,1,48,0,1,1,12,"Kornoy",0
"1319",0,0,0,0,0,1,0,46,1,0,1,11,"Kornoy",1
"1325",1,0.797991567633998,1,1,1,1,1,30,1,0,0,10,"Kornoy",1
"1326",0,0.794918419993918,1,0,1,0,0,23,1,0,1,7,"Kornoy",1
"1329",1,0.407090012372083,0,1,0,0,0,25,1,0,0,3,"Kornoy",1
"1330",1,1,1,1,1,0,1,19,1,0,1,11,"Kornoy",0
"1331",1,1,1,1,1,0,1,40,0,0,0,18,"Kornoy",0
"1332",0,0,0,0,0,1,0,40,1,0,0,8,"Kornoy",1
"1333",0,0.202008432366002,0,0,0,0,0,35,1,0,0,7,"Kornoy",1
"1334",0,0,0,0,0,1,0,30,1,0,1,9,"Kornoy",1
"1336",1,0.504822288355756,0,1,1,1,1,55,1,0,0,17,"Kornoy",0
"1338",1,0.794918419993918,1,0,1,0,0,35,1,1,0,4,"Kornoy",0
"1339",0,0.504822288355756,0,1,1,1,0,60,1,0,0,8,"Kornoy",1
"1340",0,0,0,0,0,1,0,35,1,1,1,3,"Kornoy",1
"1342",1,1,1,1,1,0,1,53,0,0,1,6,"Kornoy",0
"1343",0,0.202008432366002,0,0,0,0,0,78,1,1,0,2,"Kornoy",0
"1346",0,0.592909987627917,1,0,1,1,0,18,0,0,0,10,"Kornoy",1
"1348",1,0.797991567633998,1,1,1,1,0,61,0,0,0,23,"Kornoy",0
"1349",0,0.794918419993918,1,0,1,0,0,26,1,0,1,10,"Kornoy",1
"1351",0,0.794918419993918,1,0,1,0,0,40,1,1,0,9,"Kornoy",0
"1352",1,0.202008432366002,0,0,0,0,0,25,1,0,0,5,"Koro",1
"1353",0,0.202008432366002,0,0,0,0,0,42,1,0,0,9,"Kotoya",0
"1354",0,0.293169279278242,1,0,0,1,0,36,1,0,1,5,"Kougounagour",0
"1355",0,0.202008432366002,0,0,0,0,0,20,0,0,1,6,"Kourja",0
"1356",0,0,0,0,0,1,0,30,1,0,1,19,"Kowaya",1
"1358",0,0,0,0,0,1,1,27,1,1,0,11,"Kubrey Joumta",1
"1360",1,1,1,1,1,0,0,49,1,0,1,7,"Kulbus",0
"1361",0,0.495177711644244,1,0,0,0,0,27,1,0,0,16,"Kulbus",1
"1364",1,0.700259291650325,1,1,0,0,1,52,1,1,1,10,"Kutum",0
"1365",1,0,0,0,0,1,0,35,1,0,1,7,"Kutum",0
"1371",0,0,0,0,0,1,0,50,1,0,1,10,"Kutum",0
"1372",0,0.797991567633998,1,1,1,1,0,45,1,0,0,9,"Kuwayna",0
"1374",0,0,0,0,0,1,1,25,1,0,1,12,"Kuwayna",1
"1375",0,0.293169279278242,1,0,0,1,0,47,1,0,1,8,"Lamboot",1
"1376",1,1,1,1,1,0,1,26,0,0,1,2,"Leebanda",0
"1377",0,0,0,0,0,1,0,45,1,0,1,7,"Lesh Baha",1
"1379",0,0,0,0,0,1,1,23,1,0,1,20,"Liya",0
"1380",0,0.794918419993918,1,0,1,0,0,73,1,1,0,18,"Loba",0
"1381",0,0.592909987627917,1,0,1,1,0,23,0,1,1,9,"Loba",0
"1382",1,0.592909987627917,1,0,1,1,0,47,1,0,1,11,"Loombon",0
"1383",1,0.794918419993918,1,0,1,0,1,49,1,0,0,9,"Luka",0
"1385",1,0.794918419993918,1,0,1,0,1,29,1,0,1,3,"Luka",0
"1386",1,0.794918419993918,1,0,1,0,1,58,1,0,1,7,"Luka",0
"1388",0,1,1,1,1,0,0,45,1,0,0,6,"Luka",0
"1390",1,0.794918419993918,1,0,1,0,1,26,1,0,1,6,"Luka",0
"1391",1,0.592909987627917,1,0,1,1,1,68,1,1,1,14,"Luka",0
"1392",0,0.293169279278242,1,0,0,1,0,30,1,0,1,8,"Loombon",0
"1393",0,0.592909987627917,1,0,1,1,1,26,0,0,0,6,"MANGO-BRAD",0
"1394",0,0.794918419993918,1,0,1,0,0,36,0,0,1,5,"Mabganou",0
"1395",0,0,0,0,0,1,0,32,1,1,0,8,"Mabjer",0
"1397",1,0.293169279278242,1,0,0,1,1,18,1,0,1,6,"Mabrouka",0
"1403",0,0,0,0,0,1,1,33,1,0,0,6,"Magarsa",1
"1407",1,0.202008432366002,0,0,0,0,0,38,0,0,0,6,"Magarsa",0
"1408",0,0,0,0,0,1,1,82,1,0,0,2,"Magarsa",0
"1411",0,0,0,0,0,1,1,20,1,0,1,4,"Magarsa",1
"1412",1,1,1,1,1,0,0,35,1,0,1,10,"Magarsa",0
"1414",1,0.293169279278242,1,0,0,1,0,22,1,0,0,8,"Magarsa",0
"1415",1,0,0,0,0,1,1,25,1,1,0,8,"Magarsa",1
"1416",0,0,0,0,0,1,1,26,1,0,1,15,"Magna",1
"1417",0,0,0,0,0,1,0,35,1,0,1,7,"Mago",1
"1418",0,0,0,0,0,1,0,45,1,0,1,12,"Magrani",1
"1419",1,1,1,1,1,0,0,28,1,0,1,7,"Mahajiria",1
"1420",0,0,0,0,0,1,1,35,1,0,1,8,"Majar Kabdi",1
"1422",0,0.202008432366002,0,0,0,0,0,20,0,0,1,7,"Majmaje",1
"1423",0,0,0,0,0,1,0,40,1,0,1,7,"Makada",1
"1424",1,0,0,0,0,1,0,47,1,0,0,8,"Makhn",0
"1429",1,0.202008432366002,0,0,0,0,0,54,1,0,0,10,"Mangarsa",0
"1430",1,0,0,0,0,1,0,33,1,0,1,3,"Mangarsa",0
"1431",1,1,1,1,1,0,1,40,1,0,1,4,"Mangarsa",0
"1432",1,0.794918419993918,1,0,1,0,0,37,1,0,1,11,"Mangarsa",0
"1433",0,0,0,0,0,1,0,40,1,0,0,6,"Mangora",1
"1434",1,0,0,0,0,1,0,38,1,0,0,6,"Mangora",0
"1436",1,0.202008432366002,0,0,0,0,0,64,1,0,0,7,"Mangora",0
"1437",0,0,0,0,0,1,1,18,0,0,1,10,"Mangora",1
"1439",0,0.592909987627917,1,0,1,1,0,34,1,0,0,4,"Mangora",1
"1440",0,0.592909987627917,1,0,1,1,0,30,1,0,1,5,"Mangora",1
"1443",0,0.293169279278242,1,0,0,1,1,73,0,1,1,11,"Mangora",0
"1444",0,0,0,0,0,1,0,35,1,0,0,8,"Mangora",1
"1445",0,0.794918419993918,1,0,1,0,1,40,1,0,1,7,"Mangora",0
"1449",0,0.293169279278242,1,0,0,1,0,27,1,0,1,14,"Mangora",1
"1450",1,0.797991567633998,1,1,1,1,1,42,1,1,1,6,"Mangora",1
"1451",0,0,0,0,0,1,0,25,1,0,1,4,"Mangora",1
"1454",1,0.794918419993918,1,0,1,0,0,27,0,0,1,10,"Mangora",0
"1455",1,0.495177711644244,1,0,0,0,0,47,1,0,1,12,"Mangora",0
"1457",0,0,0,0,0,1,0,25,1,0,1,7,"Mangora",1
"1459",1,1,1,1,1,0,0,28,1,0,0,10,"Mangora",0
"1460",0,0,0,0,0,1,0,40,1,0,1,9,"Mangora",1
"1461",1,0,0,0,0,1,0,61,1,0,0,18,"Mangora",0
"1462",1,0.202008432366002,0,0,0,0,0,31,1,0,0,8,"Mangora",0
"1463",0,0,0,0,0,1,0,40,1,0,0,7,"Mangora",0
"1464",0,0,0,0,0,1,1,25,1,0,0,15,"Mangora",1
"1466",0,0.293169279278242,1,0,0,1,0,18,0,0,1,11,"Mangora",1
"1468",0,0.202008432366002,0,0,0,0,1,73,1,0,1,4,"Mangora",1
"1469",0,0,0,0,0,1,0,25,1,0,0,7,"Mangroa",1
"1470",0,0,0,0,0,1,1,37,1,0,1,30,"Manjar",1
"1471",1,0.205081580006082,0,1,0,1,0,37,0,0,0,5,"Mardaf",0
"1475",1,0,0,0,0,1,0,30,1,0,1,4,"Marmata",0
"1476",0,0.202008432366002,0,0,0,0,1,25,0,0,1,3,"Marmro",1
"1479",0,0,0,0,0,1,1,22,0,0,1,9,"Matereh",0
"1480",0,0,0,0,0,1,1,28,1,0,1,7,"Matjar",1
"1481",0,0,0,0,0,1,1,35,1,0,1,2,"Madeina",1
"1483",1,0.205081580006082,0,1,0,1,0,20,1,0,1,7,"Mieramta",1
"1484",1,0.797991567633998,1,1,1,1,1,46,1,0,1,13,"Miary",1
"1486",1,0.202008432366002,0,0,0,0,0,36,1,0,1,5,"Miermier",0
"1487",1,0.202008432366002,0,0,0,0,1,51,1,0,1,15,"Mila",0
"1488",1,0.293169279278242,1,0,0,1,0,26,1,1,0,10,"Mieramta",0
"1489",1,1,1,1,1,0,0,40,1,0,0,8,"Mirna",0
"1491",0,0,0,0,0,1,0,22,1,0,1,5,"Misky",1
"1492",1,0.202008432366002,0,0,0,0,0,30,0,0,0,7,"Misteri",1
"1494",1,0.202008432366002,0,0,0,0,1,39,1,0,1,6,"Misteri",0
"1498",1,0.202008432366002,0,0,0,0,0,46,1,0,1,5,"Misteri",0
"1499",0,0,0,0,0,1,0,45,1,0,0,4,"Misteri",1
"1500",1,0,0,0,0,1,0,27,0,0,1,5,"Misteri",0
"1501",1,0,0,0,0,1,0,20,1,0,1,14,"Misteri",1
"1502",1,0.202008432366002,0,0,0,0,0,70,1,0,0,14,"Misteri",0
"1506",1,0.794918419993918,1,0,1,0,1,48,1,0,0,9,"Misteri",0
"1507",1,0.495177711644244,1,0,0,0,0,40,1,0,1,3,"Misteri",0
"1508",1,0.202008432366002,0,0,0,0,0,34,1,0,0,4,"Misteri",0
"1510",1,0.794918419993918,1,0,1,0,1,18,0,0,1,6,"Misteri",0
"1512",0,0.293169279278242,1,0,0,1,1,45,1,0,1,13,"Misteri",0
"1513",0,0,0,0,0,1,0,65,1,1,1,5,"Misteri",1
"1514",1,0,0,0,0,1,0,36,1,0,1,6,"Misteri",0
"1515",0,0.299740708349675,0,0,1,1,0,23,1,0,1,7,"Misteri",0
"1517",1,0,0,0,0,1,0,21,1,0,1,6,"Misteri",1
"1520",0,0,0,0,0,1,0,19,1,0,1,9,"Misteri",1
"1521",1,0.293169279278242,1,0,0,1,1,31,1,0,1,3,"Misteri",0
"1522",1,0.202008432366002,0,0,0,0,1,40,1,0,0,6,"Misteri",0
"1524",0,0.407090012372083,0,1,0,0,0,35,1,0,0,9,"Misteri",1
"1525",1,1,1,1,1,0,0,40,1,0,1,3,"Misteri",0
"1527",0,0,0,0,0,1,0,22,1,0,0,8,"Misteri",1
"1528",1,0.202008432366002,0,0,0,0,0,32,1,0,0,5,"Misteri",1
"1532",1,0.495177711644244,1,0,0,0,0,55,1,0,0,7,"Misteri",0
"1534",0,0,0,0,0,1,1,27,1,0,1,8,"Misteri",0
"1535",0,0,0,0,0,1,0,20,1,0,1,7,"Misteri",1
"1537",1,0.202008432366002,0,0,0,0,1,24,1,0,1,6,"Misteri",0
"1538",0,1,1,1,1,0,1,20,1,0,1,8,"Misteri",1
"1539",1,0,0,0,0,1,0,20,1,1,0,4,"Misteri",1
"1543",0,0.797991567633998,1,1,1,1,1,24,1,0,1,8,"Misteri",1
"1544",0,0.495177711644244,1,0,0,0,0,28,1,0,1,9,"Misteri",0
"1545",1,0.495177711644244,1,0,0,0,0,25,1,0,1,12,"Misteri",0
"1546",0,0,0,0,0,1,1,22,0,0,1,8,"Misteri",1
"1548",1,0.504822288355756,0,1,1,1,1,33,1,0,1,7,"Misteri",1
"1550",1,0.495177711644244,1,0,0,0,0,42,1,0,0,9,"Misteri",0
"1552",0,0.299740708349675,0,0,1,1,1,30,1,0,1,11,"Misteri",1
"1553",1,0.794918419993918,1,0,1,0,1,21,0,0,1,5,"Misteri",0
"1554",0,1,1,1,1,0,1,20,1,0,0,7,"Misteri",0
"1557",0,0.495177711644244,1,0,0,0,0,33,1,0,1,5,"Misteri",0
"1558",0,0,0,0,0,1,0,40,1,0,0,5,"Misteri",1
"1559",1,0,0,0,0,1,0,45,1,0,1,4,"Misteri",1
"1561",1,1,1,1,1,0,1,35,1,0,1,9,"Misteri",1
"1563",0,0,0,0,0,1,0,36,1,0,1,6,"Misteri",1
"1565",1,0.501749140715677,0,0,1,0,0,25,1,0,1,10,"Misteri",0
"1566",0,1,1,1,1,0,0,25,1,0,1,3,"Misteri",1
"1567",0,0,0,0,0,1,0,20,0,0,1,8,"Misteri",0
"1568",0,1,1,1,1,0,0,25,0,0,1,13,"Mngao",0
"1569",1,1,1,1,1,0,1,20,1,1,1,7,"Mobroka",1
"1570",1,0,0,0,0,1,1,48,1,0,0,17,"Mogun",0
"1572",1,0,0,0,0,1,0,47,1,0,1,16,"Mokjar",0
"1573",1,0.501749140715677,0,0,1,0,1,36,1,0,0,4,"Moma",0
"1574",0,0,0,0,0,1,1,45,1,0,1,5,"Mon mountain",1
"1575",1,0.205081580006082,0,1,0,1,1,22,0,0,0,6,"Monjar",0
"1576",1,0.592909987627917,1,0,1,1,0,70,1,0,0,8,"Morkai",0
"1577",0,0,0,0,0,1,1,26,1,0,1,5,"Morley",1
"1580",0,0.504822288355756,0,1,1,1,1,25,0,0,1,14,"Mornei",0
"1582",1,0.299740708349675,0,0,1,1,0,36,1,0,1,7,"Mornei",0
"1583",0,0,0,0,0,1,0,25,1,0,1,17,"Mornei",0
"1584",0,0,0,0,0,1,0,60,1,0,1,9,"Mornei",1
"1585",0,0,0,0,0,1,0,35,1,0,1,4,"Mornei",1
"1586",0,0,0,0,0,1,1,35,1,0,1,5,"Mornei",1
"1587",0,0.495177711644244,1,0,0,0,0,55,1,0,1,15,"Mornei",0
"1589",1,0.495177711644244,1,0,0,0,1,40,1,0,1,9,"Mornei",0
"1591",1,1,1,1,1,0,1,34,0,0,1,6,"Mornei",0
"1594",0,0.797991567633998,1,1,1,1,0,30,1,0,1,2,"Mornei",0
"1596",1,0.202008432366002,0,0,0,0,0,51,1,0,0,19,"Mornei",0
"1597",0,0,0,0,0,1,0,45,1,0,1,8,"Mornei",1
"1598",1,0.797991567633998,1,1,1,1,0,33,1,0,1,6,"Motofoka",0
"1599",0,0,0,0,0,1,0,80,1,0,0,13,"Mudaima",0
"1601",1,0,0,0,0,1,1,40,0,0,0,4,"Mujmaja",1
"1605",0,0.592909987627917,1,0,1,1,0,19,1,0,1,9,"Mutia",1
"1606",0,0.202008432366002,0,0,0,0,0,29,1,0,1,8,"Nagenbe",1
"1607",1,0,0,0,0,1,0,20,1,1,1,8,"Nagurma",1
"1608",0,0,0,0,0,1,1,35,1,0,0,3,"Najid Girgita",1
"1609",0,0.202008432366002,0,0,0,0,0,27,1,0,1,7,"Nareema",0
"1613",1,0.293169279278242,1,0,0,1,0,35,1,0,0,6,"Nirtati",0
"1614",1,0.293169279278242,1,0,0,1,0,27,1,0,1,9,"Nouaya",0
"1616",1,1,1,1,1,0,0,28,0,0,0,4,"Om Diring",0
"1617",1,0,0,0,0,1,1,23,1,1,0,7,"Om Dohkon",1
"1618",0,0.495177711644244,1,0,0,0,1,67,1,0,0,10,"Om Dohkon",0
"1619",0,0.202008432366002,0,0,0,0,0,19,0,0,1,10,"Om Dokhon",1
"1621",1,0.797991567633998,1,1,1,1,1,37,1,0,1,4,"Om Dokhon",0
"1622",0,0.495177711644244,1,0,0,0,0,40,1,0,0,6,"Om Dokhon",1
"1624",1,0,0,0,0,1,1,65,1,0,0,10,"Om Dokhon",0
"1626",1,0,0,0,0,1,0,40,1,0,0,12,"Om Dorabero",1
"1627",0,0,0,0,0,1,0,35,1,1,1,4,"Om Dorabero",1
"1628",0,1,1,1,1,0,1,80,1,0,0,10,"Om Dorabero",0
"1632",1,0.202008432366002,0,0,0,0,1,45,1,1,1,6,"Om Drisai",0
"1633",1,0.794918419993918,1,0,1,0,1,38,1,0,0,3,"Om Drisai",0
"1634",0,0,0,0,0,1,0,66,1,0,1,18,"Om Gesha",0
"1635",1,0.794918419993918,1,0,1,0,0,29,1,0,1,4,"Om Kharuba",0
"1636",1,0.202008432366002,0,0,0,0,1,51,1,1,1,13,"Om Kharuba",0
"1638",0,1,1,1,1,0,0,30,1,0,1,7,"Om Kharuba",0
"1642",0,0.797991567633998,1,1,1,1,1,26,0,0,1,20,"Orshi Dam",0
"1644",0,0,0,0,0,1,1,35,1,0,0,5,"Orum",1
"1645",1,0.794918419993918,1,0,1,0,1,39,1,0,1,6,"Orum",0
"1646",0,0,0,0,0,1,1,27,1,0,0,6,"Osore",1
"1647",1,0.293169279278242,1,0,0,1,1,42,1,1,0,10,"Oshishi",0
"1648",0,0,0,0,0,1,0,25,1,1,1,7,"Osore",1
"1649",0,1,1,1,1,0,1,43,1,0,0,13,"Osore",0
"1650",1,0,0,0,0,1,0,60,1,0,0,6,"Ostani",0
"1651",1,0,0,0,0,1,0,55,1,0,0,18,"Ostani",0
"1655",1,0.293169279278242,1,0,0,1,1,39,1,1,0,5,"Oyor",0
"1657",1,0.797991567633998,1,1,1,1,1,32,0,0,1,10,"Qarbar",0
"1658",0,0.293169279278242,1,0,0,1,0,54,1,0,0,8,"Qarbar",0
"1660",0,0.202008432366002,0,0,0,0,0,38,0,0,0,24,"Qookus",1
"1662",1,1,1,1,1,0,1,47,1,0,1,17,"Rafeda",0
"1663",0,0.293169279278242,1,0,0,1,0,40,1,0,1,7,"Rahad Katraya",0
"1664",1,0,0,0,0,1,1,40,1,0,1,9,"Rakasia",0
"1666",1,0.706830720721758,0,1,1,0,1,29,1,1,1,2,"Ramakaya",0
"1667",1,0,0,0,0,1,0,22,1,1,1,4,"Ras Feel",1
"1668",0,0,0,0,0,1,0,40,1,0,0,9,"Ras Tor",1
"1669",0,0.299740708349675,0,0,1,1,0,60,1,1,1,8,"Rayu Ghanam",0
"1670",0,0,0,0,0,1,0,32,1,0,1,4,"Rofida",0
"1671",0,0.293169279278242,1,0,0,1,0,57,1,0,0,9,"Sabaa",0
"1673",0,0.202008432366002,0,0,0,0,0,43,1,0,1,10,"Sabarna",0
"1675",0,0,0,0,0,1,1,26,1,1,1,6,"Sadiga",1
"1676",0,0,0,0,0,1,0,27,1,0,1,7,"Saki",1
"1677",1,0.202008432366002,0,0,0,0,0,49,1,0,0,7,"Sakundje",0
"1678",0,0.293169279278242,1,0,0,1,0,35,1,0,1,9,"Sakutagee",0
"1679",0,0,0,0,0,1,0,35,1,0,1,8,"Salbe",1
"1681",0,0.293169279278242,1,0,0,1,0,57,1,0,1,13,"Saldi",0
"1682",0,0.293169279278242,1,0,0,1,1,35,1,0,0,10,"Silea",1
"1684",0,0.202008432366002,0,0,0,0,1,23,1,0,1,7,"Sandokdo",0
"1689",1,0.202008432366002,0,0,0,0,0,38,1,0,1,15,"Sarb",1
"1690",0,0,0,0,0,1,1,35,1,0,0,7,"Sari",1
"1691",1,1,1,1,1,0,1,27,1,0,0,3,"Saritia",0
"1693",0,0.202008432366002,0,0,0,0,0,20,1,0,1,7,"Sawni",0
"1694",0,0,0,0,0,1,0,59,1,1,1,10,"Sawya",1
"1697",1,0.299740708349675,0,0,1,1,0,25,1,0,1,7,"Seened",1
"1698",0,0.797991567633998,1,1,1,1,1,28,1,0,1,8,"Seesee",0
"1699",0,1,1,1,1,0,0,31,1,0,1,11,"Seline",0
"1701",1,0.299740708349675,0,0,1,1,0,19,1,0,1,12,"Sirba",0
"1702",1,0.592909987627917,1,0,1,1,0,57,1,0,1,14,"Sirba",0
"1703",1,0,0,0,0,1,0,38,1,1,1,4,"Sirba",0
"1704",1,0,0,0,0,1,1,22,1,1,1,2,"Sirba",1
"1705",0,0,0,0,0,1,0,37,0,0,0,6,"Sirba",0
"1706",1,0.794918419993918,1,0,1,0,1,32,1,1,1,3,"Sereha",0
"1709",1,0,0,0,0,1,0,90,1,0,0,5,"Shagiya",0
"1710",1,0.794918419993918,1,0,1,0,1,45,1,0,1,10,"Shajar",1
"1711",0,1,1,1,1,0,0,37,1,0,0,7,"Shajar",0
"1712",0,1,1,1,1,0,1,55,1,0,0,12,"Shajar",0
"1714",1,0,0,0,0,1,0,48,1,0,0,16,"Shalal",0
"1715",1,0,0,0,0,1,0,34,1,0,0,3,"Shalal",0
"1717",1,0,0,0,0,1,0,27,1,0,1,2,"Shetia",0
"1718",1,0,0,0,0,1,0,23,1,0,0,6,"Shetia",1
"1719",0,0,0,0,0,1,1,55,1,0,1,9,"Shilga",0
"1720",0,0.202008432366002,0,0,0,0,0,30,1,0,1,3,"Shoshte",1
"1721",1,0.202008432366002,0,0,0,0,1,26,1,0,1,10,"Shoshte",0
"1722",0,0.797991567633998,1,1,1,1,0,29,1,1,1,5,"Shoshte",1
"1723",0,0,0,0,0,1,0,20,1,0,1,5,"Shoshte",1
"1725",1,0,0,0,0,1,0,35,1,0,0,7,"Silba",0
"1726",0,0,0,0,0,1,1,68,1,0,1,14,"Silba",1
"1729",0,0,0,0,0,1,1,18,0,0,1,5,"Sildee",1
"1730",0,0,0,0,0,1,1,25,1,0,1,8,"Silea",1
"1731",1,0,0,0,0,1,1,20,1,1,1,14,"Silea",0
"1736",0,0,0,0,0,1,1,59,1,0,1,14,"Silea",0
"1738",1,0,0,0,0,1,0,25,1,0,1,4,"Silea",0
"1739",1,0,0,0,0,1,1,30,1,1,1,4,"Silea",1
"1740",0,0,0,0,0,1,1,24,0,0,1,9,"Silea",1
"1741",0,0,0,0,0,1,0,69,1,0,0,15,"Silea",0
"1742",1,0.592909987627917,1,0,1,1,1,30,1,0,1,5,"Silea",0
"1747",0,0.797991567633998,1,1,1,1,1,37,1,0,1,10,"Silea",0
"1749",0,1,1,1,1,0,1,22,0,0,1,9,"Silea",1
"1750",0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Silea",1
"1751",0,0.299740708349675,0,0,1,1,0,29,1,0,0,9,"Silea",1
"1752",0,0,0,0,0,1,1,18,1,0,1,6,"Silea",1
"1753",1,0.293169279278242,1,0,0,1,1,28,1,0,1,20,"Silea",0
"1754",0,0.202008432366002,0,0,0,0,1,67,1,0,0,9,"Silea",0
"1755",0,0,0,0,0,1,1,25,1,0,1,12,"Silea",1
"1756",1,0,0,0,0,1,0,80,1,0,1,9,"Silea",0
"1759",0,0,0,0,0,1,0,78,1,0,1,18,"Silea",0
"1761",0,0.202008432366002,0,0,0,0,1,22,1,0,1,9,"Silea",0
"1762",1,0,0,0,0,1,0,58,1,0,1,18,"Silea",0
"1763",0,0,0,0,0,1,1,23,1,0,0,12,"Silea",1
"1765",1,0,0,0,0,1,1,35,1,1,1,9,"Silea",1
"1767",0,0,0,0,0,1,1,30,1,0,0,4,"Silea",1
"1770",0,0.202008432366002,0,0,0,0,1,27,1,0,1,10,"Silea",0
"1771",1,0,0,0,0,1,0,18,0,0,1,7,"Silea",1
"1773",1,0,0,0,0,1,0,46,1,0,0,13,"Silea",0
"1774",0,0,0,0,0,1,0,23,1,0,1,14,"Silea",1
"1775",0,0,0,0,0,1,1,50,1,0,1,38,"Silea",1
"1776",0,0,0,0,0,1,0,26,1,0,0,6,"Silea",1
"1779",0,0,0,0,0,1,1,23,1,0,1,4,"Silea",1
"1780",1,0,0,0,0,1,0,39,1,0,1,5,"Silea",0
"1781",0,0,0,0,0,1,0,23,0,0,1,9,"Silea",1
"1782",0,0,0,0,0,1,1,25,1,0,0,5,"Silea",1
"1788",1,0.794918419993918,1,0,1,0,1,20,0,0,1,10,"Silea",0
"1789",1,0.293169279278242,1,0,0,1,1,37,1,1,1,15,"Silea",0
"1790",0,0.794918419993918,1,0,1,0,0,25,1,1,0,8,"Silea",1
